id,category,shape,shape_type,triples,lexicalization,prefix
12278,Food,(X (X) (X (X)) (X (X))),mixed,"[<S> Spain <P> leader <O> Felipe VI of Spain, <S> Ajoblanco <P> region <O> Andalusia, <S> Andalusia <P> leader <O> Susana Díaz, <S> Ajoblanco <P> ingredient <O> Olive oil, <S> Ajoblanco <P> country <O> Spain]","""Is comhábhair é ola ola ola óilíneachta i Ajoblanco a thagann ó Andalusia, a bhfuil an ceannaire ann Susana Diaz. Tá Andalusia sa Spáinn áit a bhfuil an ceannaire ann Felipe VI na Spáinne. """,Irish
36,Airport,(X (X)),,[<S> Adolfo Suárez Madrid–Barajas Airport <P> operatingOrganisation <O> ENAIRE],"""Aeroport Барахас é a sheirbhísíonn ENAIRE. "", ""ENAIRE - an eagraíocht oibríochtúil aerfort Барахас. "", ""Aeroport Барахас é a sheirbhísíonn ENAIRE. """,Irish
4891,CelestialBody,(X (X) (X) (X) (X) (X)),sibling,"[<S> 107 Camilla <P> discoverer <O> E. Wells, <S> 107 Camilla <P> orbitalPeriod <O> 2368.05 (days), <S> 107 Camilla <P> periapsis <O> 479343000.0 (kilometres), <S> 107 Camilla <P> epoch <O> 2006-12-31, <S> 107 Camilla <P> apoapsis <O> 560937000.0 (kilometres)]","""Bhí 479343000,0 (kiloméadar) agus 560937000,0 (kiloméadar) lár-laith aici. """,Irish
6699,CelestialBody,(X (X) (X) (X)),sibling,"[<S> 1101 Clematis <P> formerName <O> ""1928 SJ"", <S> 1101 Clematis <P> orbitalPeriod <O> 183309000.0, <S> 1101 Clematis <P> epoch <O> 2006-12-31]","""Is é an tréimhse 1101 Clematis, ar a dtugtar 1928 SJ go foirmiúil, 31 Nollaig 2006 agus tá tréimhse orbital aige de 183309000.0."", ""1101 Clematis tá tréimhse orbital aige de 183309000.0 agus dáta epoch de 31 Nollaig 2006. ""1928 SJ"" is ainm roimhe seo 1101 Clematis. """,Irish
11372,Artist,(X (X) (X) (X (X (X)))),mixed,"[<S> Twilight (band) <P> genre <O> Black metal, <S> Aaron Turner <P> associatedBand/associatedMusicalArtist <O> Twilight (band), <S> Aaron Turner <P> associatedBand/associatedMusicalArtist <O> Isis (band), <S> Aaron Turner <P> instrument <O> Electric guitar, <S> Black metal <P> musicFusionGenre <O> Death metal]","""Is cluicheóir gaitár leictreach é Aaron Turner a bhí ag imirt leis an ghrúpa black metal Twilight agus an ghrúpa Isis. Is fuasán ceoil é Death metal de black metal. """,Irish
4298,SportsTeam,(X (X) (X) (X) (X)),sibling,"[<S> A.D. Isidro Metapán <P> manager <O> Jorge Humberto Rodríguez, <S> A.D. Isidro Metapán <P> ground <O> Metapán, <S> A.D. Isidro Metapán <P> numberOfMembers <O> 10000, <S> A.D. Isidro Metapán <P> fullname <O> ""Asociación Deportiva""]","""Tá an Plásacad FC ""Isidro Metapán"" suite i Métapan, tá 10000 ball san club. Tá a ainm iomlán - cumann spóirt, agus tá an Horhe Umberto Rodríguez mar cheannreif. """,Irish
5168,Politician,(X (X) (X)),sibling,"[<S> Albert Jennings Fountain <P> deathPlace <O> United States, <S> Albert Jennings Fountain <P> birthPlace <O> Staten Island]","""B'é Albert Jennings Fountain a fuair bás sna Stáit Aontaithe agus rugadh é i Staten Island. "" ""B'é Albert Jennings Fountain, a rugadh i Staten Island, fuair bás sna Stáit Aontaithe"", ""B'é Albert Jennings Fountain a rugadh i Staten Island agus fuair bás sna Stáit Aontaithe"".",Irish
3567,Astronaut,(X (X) (X) (X) (X)),sibling,"[<S> Alan Bean <P> occupation <O> Test pilot, <S> Alan Bean <P> birthDate <O> ""1932-03-15"", <S> Alan Bean <P> almaMater <O> ""UT Austin, B.S. 1955"", <S> Alan Bean <P> birthPlace <O> Wheeler, Texas]","Rugadh an 15 Márta 1932 in Uillear, stát Texas, agus chríochnaigh sé in 1955 an Ollscoil Texas in Austin mar shaighdean eolaíochtaí teicniúla.",Irish
1065,Building,(X (X)),,"[<S> Asser Levy Public Baths <P> NationalRegisterOfHistoricPlacesReferenceNumber <O> ""80002709""]","""Tá uimhir thagaimh 80002709 ag Baths Poiblí Asser Levy i bPáirc Náisiúnta Áiteanna Stairiúla. "", ""Tá an uimhir thagaimh i bPáirc Náisiúnta Áiteanna Stairiúla Baths Poiblí Asser Levy 80002709."", ""Tá uimhir thagaimh Baths Poiblí Asser Levy 80002709 i bPáirc Náisiúnta Áiteanna Stairiúla"".",Irish
2279,MeanOfTransportation,(X (X)),,[<S> Germany <P> leader <O> Andreas Voßkuhle],"""Is ceannaire na Gearmáine é Andreas Vosskuhle"".",Irish
4287,City,(X (X (X))),chain,"[<S> Fulton County, Georgia <P> country <O> United States, <S> Alpharetta, Georgia <P> isPartOf <O> Fulton County, Georgia]","""Is é Contae Fulton suíomh Alpharetta, Georgia, sna Stáit Aontaithe. """", ""Is é Alpharetta cuid de Contae Fulton i Georgia, Stáit Aontaithe Mheiriceá. "", ""Is é Alpharetta cuid de Contae Fulton, i Georgia, sna Stáit Aontaithe"".",Irish
2896,Food,(X (X (X) (X))),mixed,"[<S> Arem-arem <P> country <O> Indonesia, <S> Indonesia <P> leader <O> Joko Widodo, <S> Indonesia <P> language <O> Indonesian language]","""Arem-arem ród ó Índoneisia, áit a bhfuil Joco Vidodo - ceannaire agus teanga - índoneisiach. """,Irish
6704,CelestialBody,(X (X) (X) (X)),sibling,"[<S> 110 Lydia <P> escapeVelocity <O> 0.0455 (kilometrePerSeconds), <S> 110 Lydia <P> temperature <O> 168.0 (kelvins), <S> 110 Lydia <P> apoapsis <O> 440756000.0 (kilometres)]","""Le luas scaoilte de 0.0455 km/s, 110 Lydia, tá teocht de 168.0 kelvin agus apopsis de 440756000.0 km."", ""I teocht de 168.0 kelvin, agus le luas scaoilte de 0.0455 km/s, 110 Lydia tá apopsis de, 440756000.0 km."", ""110 Lydia tá luas scaoilte de 0.0455 km/s, teocht de 168 kelvin agus apopsis de 440756000.0 (",Irish
2360,Monument,(X (X)),,[<S> England <P> language <O> Cornish language],"""Is é ceann de na teangacha a labhraítear san Anglainne an teanga Cornish."", ""Tá an teanga Cornish á labhairt san Anglainne."", ""Is teanga é an teanga Cornish a labhraítear i réigiún Cornwall san Anglainne"".",Irish
6391,Building,(X (X) (X) (X)),sibling,"[<S> 108 St Georges Terrace <P> cost <O> ""120 million (Australian dollars)"", <S> 108 St Georges Terrace <P> floorCount <O> 50, <S> 108 St Georges Terrace <P> completionDate <O> 1988]","""Críochnaíodh an 108 St. Georges Terrace, a bhfuil 50 réime, i 1988 ag costas 120 milliún dollar na hAustraile. """",Críochnaíodh an 108 St. Georges Terrace i 1988 ag costas 120 milliún dollar na hAustraile. """",Críochnaíodh an 108 St. Georges Terrace i 1988 ag costas 120 milliún AUD, tá líon réime 50 agus cuireadh deireadh leis i 1988"".",Irish
726,ComicsCharacter,(X (X)),,[<S> Big Hero 6 (film) <P> starring <O> Jamie Chung],"""In the film Город героев снимался Джеми Чон."", ""In the film Big Hero 6 снимается Джеми Чон."", ""Dhéar Jimmy Чон in the film Город героев"".",Irish
4249,City,(X (X) (X)),sibling,"[<S> Atlanta <P> isPartOf <O> Georgia (U.S. state), <S> Atlanta <P> isPartOf <O> ""Georgia""]","""Léantar Atlanta a fháil i stát na Stát Aontaithe de Georgia. "" ""Tá Atlanta mar chuid de Georgia sna Stáit Aontaithe"".",Irish
351,Artist,(X (X)),,[<S> Ace Wilder <P> occupation <O> Songwriter],"""Is scríbhneoir amhrán é Ace Wilder"".",Irish
2536,Politician,(X (X)),,[<S> Alberto Teisaire <P> profession <O> Rear admiral],"""Is Coir Admiral é Albert Teisaire"", ""Bhí Coir Admiral Albert Teisaire de ghairm.",Irish
7600,MeanOfTransportation,(X (X (X) (X))),mixed,"[<S> Delta II <P> launchSite <O> Vandenberg Air Force Base, <S> Antares (rocket) <P> comparable <O> Delta II, <S> Delta II <P> countryOrigin <O> United States]","""Bíodh an Delta II a sheoladh ag Bunaíocht Fhraíochta Vandenberg. Tá sé cosúil leis an roicéad Antares agus tá sé ón Stát Aontaithe. """,Irish
6192,Athlete,(X (X) (X) (X)),sibling,"[<S> Abner (footballer) <P> club <O> Real Madrid Castilla, <S> Abner (footballer) <P> club <O> C.D. FAS, <S> Abner (footballer) <P> birthDate <O> 1996-05-30]","""Gan cluiche é, Abner, a rugadh ar 30/05/1996. Chlaigh sé don chlub peile Real Madrid Castilla agus tá sé ina chluicheadair peile don chlub CD FAS. """",Gan cluiche é ar 30 Bealtaine 1995 agus bhí sé ina chluicheadair peile ag Real Madrid Castilla.",Irish
3203,SportsTeam,(X (X) (X) (X)),sibling,"[<S> A.C. Chievo Verona <P> fullName <O> ""Associazione Calcio ChievoVerona S.r.l."", <S> A.C. Chievo Verona <P> ground <O> ""Verona, Italy"", <S> A.C. Chievo Verona <P> numberOfMembers <O> 39371]","""Vérona, Italia - é дом ФК Кьево (Верона), ina bhfuil 39371 ball san áireamh agus tá ainm iomlán aige Cluba Ceapnacha Кьево (Верона)."", ""Club Ceapnacha ""Кьево"" (Верона) (a shortháileadh ar FK ""Кьево"" (Верона)) tá 39371 rannpháirtí ann agus tá sé bunaithe i Вероне, na hIodáile. """,Irish
13178,University,(X (X) (X) (X) (X) (X) (X) (X)),sibling,"[<S> Acharya Institute of Technology <P> president <O> ""B.M. Reddy"", <S> Acharya Institute of Technology <P> city <O> Bangalore, <S> Acharya Institute of Technology <P> director <O> ""Dr. G. P. Prabhukumar"", <S> Acharya Institute of Technology <P> established <O> 2000, <S> Acharya Institute of Technology <P> country <O> ""India"", <S> Acharya Institute of Technology <P> numberOfPostgraduateStudents <O> 700, <S> Acharya Institute of Technology <P> campus <O> ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""]","""Cuireadh Institiúid Teicneolaíochta Acharya i Bangalore, India, ar bun i 2000 agus tá 700 mac léinn iarchéime aige. Tá B. M. Reddy ina chathaoirleach agus an Dr. G. P. Prabhukumar ina stiúrthóir. Tá seoladh iomlán an scoile in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore  560090.",Irish
6580,Building,(X (X (X) (X))),mixed,"[<S> United States <P> leaderTitle <O> President of the United States, <S> 250 Delaware Avenue <P> location <O> United States, <S> United States <P> leader <O> Barack Obama]","""Is é an tUachtarán Barack Obama an ceannaire na Stát Aontaithe áit a bhfuil 250 Delaware Avenue suite. """,Irish
2100,Monument,(X (X) (X)),sibling,"[<S> 14th New Jersey Volunteer Infantry Monument <P> category <O> Historic districts in the United States, <S> 14th New Jersey Volunteer Infantry Monument <P> district <O> Monocacy National Battlefield]","""Cláiríonn an 14ú Cailín Freastalaí New Jersey, atá ar an gColáiste Náisiúnta Cath i Monokasi, le catagóir ""Tuairiscí Ranna Stáit Aontaithe Mheiriceá""."", ""Cláiríonn an 14ú Cailín Freastalaí New Jersey le catagóir na gceantair stairiúla Stáit Aontaithe Mheiriceá agus atá ar an gColáiste Náisiúnta Cath i Monokasi."", ""Cláirítear an 14ú Cailín Freastalaí New Jersey mar choláiste stairiúil na Stát Aontaithe agus atá ar an gC",Irish
9662,Company,(X (X) (X) (X) (X)),sibling,"[<S> AmeriGas <P> regionServed <O> United States, <S> AmeriGas <P> city <O> King of Prussia, Pennsylvania, <S> AmeriGas <P> operatingIncome <O> 380700000, <S> AmeriGas <P> industry <O> Energy industry]","""Is é AmeriGas, atá lonnaithe i Rí na Prúise, Pennsylvania, an tionscal fuinnimh a fhreastalaíonn ar na Stáit Aontaithe agus tá ioncam oibriúcháin de $ 380,700,000. "" "" AmeriGas is cuideachta sa tionscal fuinnimh atá lonnaithe i Rí na Prúise, Pennsylvania.",Irish
660,CelestialBody,(X (X)),,[<S> 10 Hygiea <P> escapeVelocity <O> 0.21 (kilometrePerSeconds)],"""Is é an dara luas cosmíche (10) Higeia 0.21 km/s"", ""(10) Higeia has a speed of flight 0.21 km/s"", ""Sceathúlacht fuinneoise (10) Higeia is é 0.21 km/s"".",Irish
3793,Athlete,(X (X) (X)),sibling,"[<S> Alessio Romagnoli <P> club <O> Italy national under-16 football team, <S> Alessio Romagnoli <P> club <O> U.C. Sampdoria]","""Tá nasc ag Alessio Romagnoli le UC Sampdoria de na hIodáil náisiúnta focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla focla fo",Irish
5468,Astronaut,(X (X) (X) (X) (X) (X) (X) (X)),sibling,"[<S> Buzz Aldrin <P> birthPlace <O> Glen Ridge, New Jersey, <S> Buzz Aldrin <P> nationality <O> United States, <S> Buzz Aldrin <P> selectedByNasa <O> 1963, <S> Buzz Aldrin <P> timeInSpace <O> ""52.0""(minutes), <S> Buzz Aldrin <P> mission <O> Apollo 11, <S> Buzz Aldrin <P> occupation <O> Fighter pilot, <S> Buzz Aldrin <P> almaMater <O> ""Massachusetts Institute of Technology, Sc.D. 1963""]","""B'é an Meiriceánach Bazz Oldrín rugadh i Glen-Ridge, stát Nua-Jersey. D'éirigh leis an Institiúid Teicneolaíochta Massachusetts (MIT) le céim Dhéta Teicneolaíochta i 1963.",Irish
906,Athlete,(X (X)),,[<S> Russia <P> language <O> Russian language],"""Is Rúisis an teanga sa Rúis. "" ""Is Rúisis an teanga a labhraítear sa Rúis. "" "" Is Rúisis an teanga a labhraítear sa Rúis"".",Irish
1401,City,(X (X)),,"[<S> Anaheim, California <P> utcOffset <O> ""-7""]","""Anaheim, California tá an UTC offset de -7."", ""Anaheim, CA tá an UTC offset de -7."", ""Anaheim, California tá an UTC offset de -7.""",Irish
4298,SportsTeam,(X (X) (X) (X) (X)),sibling,"[<S> A.D. Isidro Metapán <P> manager <O> Jorge Humberto Rodríguez, <S> A.D. Isidro Metapán <P> ground <O> Metapán, <S> A.D. Isidro Metapán <P> numberOfMembers <O> 10000, <S> A.D. Isidro Metapán <P> fullname <O> ""Asociación Deportiva""]","""Mae'r llwyfan FC ""Isidro Metapán"" in Metapane, mae'r 10000 o chomhaltaí in y clwb.",Irish
4259,City,(X (X (X))),chain,"[<S> Attica, Indiana <P> country <O> United States, <S> United States <P> ethnicGroup <O> African Americans]","""Tá Attica, Indiana suite sna Stáit Aontaithe ina bhfuil Meiriceánaigh Afraic ar cheann de na grúpaí eitneacha na tíre. """", ""Tá na Stáit Aontaithe ina measc na grúpaí eitneacha Meiriceánaigh Afraic agus is áit atá Attica, Indiana. "", ""Tá Meiriceánaigh Afraic ar grúpa eitneacha sna Stáit Aontaithe, an tír ina bhfuil Attica, Indiana, mar chuid de. """,Irish
11180,Artist,(X (X) (X) (X) (X) (X)),sibling,"[<S> Abradab <P> associatedBand/associatedMusicalArtist <O> Magik (rapper), <S> Abradab <P> associatedBand/associatedMusicalArtist <O> Kaliber 44, <S> Abradab <P> origin <O> Katowice, <S> Abradab <P> origin <O> Poland, <S> Abradab <P> birthDate <O> 1978-11-12]","Rugadh Abradab i Katowice, Pholainn ar 12 Samhain 1978. Tá baint aige le Magik, an rapper, agus bhí sé i ghrúpa Kaliber 44.",Irish
7691,Politician,(X (X) (X (X))),mixed,"[<S> Abdul Rahman Ya'kub <P> inOfficeWhileVicePresident <O> Tuanku Bujang Tuanku Othman, <S> Abdul Taib Mahmud <P> birthPlace <O> Miri, Malaysia, <S> Abdul Taib Mahmud <P> successor <O> Abdul Rahman Ya'kub]","""Abdul Rahman Ya'kub, rugadh i Miri, Malaysia, bhí i oifig le linn Tuanku Bujang Tuanku Othman Leas-Uachtarán agus bhí sé ina dhiaidh Abdul Taib Mahmud. """",Miri, Malaysia, is áit rugadh Abdul Taib Mahmud, a tháinig ina dhiaidh le Abdul Rahman Ya'kub. Bhí Abdul Rahman Ya'kub i oifig agus Tuanku Bujang Tuanku Othman ina Leas-Uachtarán. "", ""Bhrógh Abdul Taib Mahmud i Miri, Malaysia agus bhí Abdul Rahman Ya'kub ina dhiaidh a bhí ina oifig",Irish
13030,University,(X (X) (X) (X) (X) (X (X))),mixed,"[<S> School of Business and Social Sciences at the Aarhus University <P> dean <O> ""Thomas Pallesen"", <S> School of Business and Social Sciences at the Aarhus University <P> city <O> Aarhus, <S> European University Association <P> headquarter <O> Brussels, <S> School of Business and Social Sciences at the Aarhus University <P> country <O> Denmark, <S> School of Business and Social Sciences at the Aarhus University <P> affiliation <O> European University Association, <S> School of Business and Social Sciences at the Aarhus University <P> established <O> 1928]","""Tagtar an Scoil Gnó agus Eolaíochta Sóisialta ag Ollscoil Aarhus i Aarhus, an Danmhairg i 1928. Tá a dhín Thomas Pallesen agus tá sé ceangailte leis an gComhpháirtíocht Ollscoileanna Eorpacha, a bhfuil a oifigigh i Bruiséil.",Irish
429,Artist,(X (X)),,"[<S> Alfredo Zitarrosa <P> background <O> ""solo singer""]","""Tá seónna aonair ag Alfredo Zitarrosa mar shean-seónna. "" ""Alfredo Zitarrosa thosaigh mar seónna aonair. """,Irish
2899,SportsTeam,(X (X)),,[<S> Serie A <P> champions <O> Juventus F.C.],"""Tá Juventus FC ina champions Serie A. "" ""Tá Juventus F.C. ina former champions of Serie A. "" ""Tá Juventus F.C. ina champions of Serie A"".",Irish
3439,Airport,(X (X) (X) (X) (X)),sibling,"[<S> Al Asad Airbase <P> operatingOrganisation <O> United States Air Force, <S> Al Asad Airbase <P> location <O> ""Al Anbar Province, Iraq"", <S> Al Asad Airbase <P> runwayName <O> ""08/26"", <S> Al Asad Airbase <P> runwayLength <O> 3078.48]","""Tá an t-aerfort ar an eolas faoi na bearta a rinneadh ag an Aontas maidir le hIarscríbhinn I a ghabhann leis an Rialachán seo.",Irish
3282,Airport,(X (X (X))),chain,"[<S> Allama Iqbal International Airport <P> location <O> Pakistan, <S> Pakistan <P> leader <O> Nawaz Sharif]","""Tá aerfort idirnáisiúnta Allama Iqbal suite i Pakistan áit a bhfuil Nawaz Sharif ina cheannaire. "" ""Tá aerfort idirnáisiúnta Allama Iqbal suite i Pakistan áit a bhfuil Nawaz Sharif ina cheannaire. """,Irish
10440,Politician,(X (X) (X) (X (X))),mixed,"[<S> Agnes Kant <P> nationality <O> Netherlands, <S> Netherlands <P> leader <O> Mark Rutte, <S> Agnes Kant <P> office <O> House of Representatives (Netherlands), <S> Agnes Kant <P> party <O> Socialist Party (Netherlands)]","""Agnes Kant, Náisiúnta na hÍsiltíre, a d'oibrigh ag an Teach na nIoslamaithe san Ísiltír. Tá sí ina chomhalta den Pháirtí Sóisialacha san Ísiltír, a bhfuil an ceannaire aige, Mark Rutte. ""Agnes Kant, náisiúnach na hÍsiltíre, áit a bhfuil Mark Rutte ina cheannaire.",Irish
4848,MeanOfTransportation,(X (X) (X)),sibling,"[<S> Abarth 1000 GT Coupé <P> productionStartYear <O> 1958, <S> Abarth 1000 GT Coupé <P> bodyStyle <O> ""Two door coupé""]","""Tosaigh táirgeadh an Abarth 1000 GT Coupé dhá dhoras i 1958."", ""Is é an Abarth 1000 GT Coupé an stíl comhla dhá dhoras, a thosaigh a tháirgeadh i 1958."", ""Tosaigh táirgeadh an Abarth 1000 GT Coupé, samhail dhá dhoras, i 1958.""",Irish
11664,Building,(X (X (X (X) (X) (X)))),mixed,"[<S> Birmingham <P> postalCode <O> B postcode area, <S> 103 Colmore Row <P> architect <O> John Madin, <S> John Madin <P> origin <O> Birmingham, <S> Birmingham <P> leader <O> John Clancy (Labour politician), <S> Birmingham <P> governingBody <O> Birmingham City Council]","""Tá Burminham, a bhfuil an cód post B aige, faoi stiúir an polaitic Leibéaraí John Clancy agus Comhairle Cathrach Birmingham. Is baile baile é an ailtire John Madin a dhear 103 Colmore Row. """,Irish
211,Airport,(X (X)),,[<S> Denmark <P> language <O> Faroese language],"""В Дании говорят на фарерском языке."", ""Fарерский язык - teanga na Danmhairge"".",Irish
11116,Airport,(X (X) (X) (X) (X) (X)),sibling,"[<S> Atlantic City International Airport <P> runwayLength <O> 3048.0, <S> Atlantic City International Airport <P> elevationAboveTheSeaLevel <O> 23.0, <S> Atlantic City International Airport <P> operatingOrganisation <O> Port Authority of New York and New Jersey, <S> Atlantic City International Airport <P> icaoLocationIdentifier <O> ""KACY"", <S> Atlantic City International Airport <P> runwayName <O> ""13/31""]","""Tá Aerfort Idirnáisiúnta Cathrach Atlantaigh ag Údarás Port Nua Eabhrac agus Nua Jersey. Is é KACY an t-ainmhínitheoir suíomh ICAO don aerfort a bhfuil fad an réimeán 3048m agus ardú 23m os cionn leibhéal na mara. Is é ainm an réimeán 13/31."", ""Is é Údarás Port Nua Eabhrac agus Nua Eabhrac eagraíocht oibriúcháin aerfort Idirnáisiúnta Cathrach Atlantaigh atá suite 23.0 méadar os cionn leibhéal na mara. Is é KACY an t-ainmhínitheoir suíomh ICAO",Irish
3306,SportsTeam,(X (X) (X (X))),mixed,"[<S> Agremiação Sportiva Arapiraquense <P> league <O> Campeonato Brasileiro Série C, <S> Campeonato Brasileiro Série C <P> country <O> Brazil, <S> Agremiação Sportiva Arapiraquense <P> numberOfMembers <O> 17000]","""Agreamiasan Sportiva Araпиракенse (Brazilia) imríonn i gChampeonato Brasil de Fútbol Série C in Brazil. Tá 17000 lucht leanúna in árasán acu. """,Irish
10808,WrittenWork,(X (X) (X) (X) (X)),sibling,"[<S> ACM Transactions on Information Systems <P> LCCN number <O> 89646863, <S> ACM Transactions on Information Systems <P> abbreviation <O> ""ACM Trans. Inf. Syst."", <S> ACM Transactions on Information Systems <P> academicDiscipline <O> Computer science, <S> ACM Transactions on Information Systems <P> issnNumber <O> ""1046-8188""]","""Is cuid de na hIarscríbhinní acadúla de Shéanta Faisnéise (acracamh ACM Trans. Inf. Syst) is cuid de na Códaí Acadúla de Shéanta Faisnéise. Tá uimhir LCCN 89646863 agus uimhir ISSN 1046-8188.",Irish
3939,Building,(X (X) (X)),sibling,"[<S> Addis Ababa City Hall <P> currentTenants <O> ""Government of Addis Ababa"", <S> Addis Ababa City Hall <P> floorArea <O> 140000.0 (square metres)]","""Is é Baile Cathrach Addis Ababa áit a bhfuil Rialtas Addis Ababa suite faoi láthair agus cuimsíonn a limistéar fola 140000.0 (m. cearnach)."", ""Tá limistéar fola 1400.00.0 méadar cearnach ag Baile Cathrach Addis Ababa agus is iad a chóireálaithe reatha Rialtas Addis Ababa."", ""Is iad ""Rialtas Addis Ababa"" na chóireálaithe reatha Baile Cathrach Addis Ababa, atá limistéar fola 140000.0 méadar cearnach aige"".",Irish
10970,Airport,(X (X) (X (X) (X) (X))),mixed,"[<S> Abilene Regional Airport <P> cityServed <O> Abilene, Texas, <S> Abilene, Texas <P> isPartOf <O> Texas, <S> Abilene Regional Airport <P> runwayLength <O> 2195.0, <S> Abilene, Texas <P> isPartOf <O> Taylor County, Texas, <S> Abilene, Texas <P> country <O> United States]","""Tá aerfort réigiúnach Abilene ag freastal ar Abilene, Contae Taylor, Texas sna Stáit Aontaithe agus tá fad an réimeas de 2195.0."", ""Tá an Aerfort réigiúnach Abilene sna Stáit Aontaithe, atá mar chuid de Contae Taylor i Texas, ag freastal ar chathair Abilene. Tá an réimeas réimeas ag an aerfort 2,195 fhad. """,Irish
3295,Airport,(X (X) (X)),sibling,"[<S> Alpena County Regional Airport <P> locationIdentifier <O> ""APN"", <S> Alpena County Regional Airport <P> elevationAboveTheSeaLevel <O> 210]","""Is é APN an t-ainmheas suíomh Aerfort Réigiúnach Contae Alpena agus tá sé 210m a.s.l""., ""Tá Aerfort Réigiúnach Contae Alpena (APN) 210m os cionn leibhéal na farraige."", ""Is é ""APN"" an t-ainmheas suíomh Aerfort Réigiúnach Contae Alpena, agus tá sé os cionn 210m os cionn leibhéal na farraige"".",Irish
12573,Politician,(X (X (X)) (X (X) (X))),mixed,"[<S> Alberto Teisaire <P> deathPlace <O> Buenos Aires, <S> Buenos Aires <P> governingBody <O> Buenos Aires City Legislature, <S> Buenos Aires <P> leader <O> Diego Santilli, <S> Alberto Teisaire <P> nationality <O> Argentina, <S> Argentina <P> language <O> Spanish language]","""B'é náisiúnach na hArginteine é Alberto Teisaire, áit a bhfuil siad ag labhairt Spáinnis. Bhás Alberto Teisaire i Buenos Aires, áit a bhfuil an comhlacht rialaithe ag an Rialtas Cathrach Buenos Aires agus áit a bhfuil an ceannaire Diego Santilli. """,Irish
7863,Politician,(X (X) (X) (X)),sibling,"[<S> Alfred N. Phillips <P> office <O> Mayor of Stamford, Connecticut, <S> Alfred N. Phillips <P> successor <O> Albert E. Austin, <S> Alfred N. Phillips <P> birthPlace <O> Darien, Connecticut]","""B'é Alfred N. Phillips a rugadh i Darien, Connecticut, ba é Baill an Chuaire Stamford Connecticut agus bhí Albert E. Austin ina dhiaidh"". ""B'é Albert N. Phillips, baill an Chuaire Stamford, i Darien, Connecticut, a tháinig Albert E. Austin ina dhiaidh"". ""B'é Alfred N. Phillips a rugadh i Darien, Connecticut agus tháinig sé ina Baill an Chuaire Stamford Connecticut sula raibh Albert E. Austin ina dhiaidh"".",Irish
9255,Building,(X (X (X) (X (X)))),mixed,"[<S> Ethiopia <P> leader <O> Hailemariam Desalegn, <S> Addis Ababa <P> isPartOf <O> Addis Ababa Stadium, <S> Addis Ababa City Hall <P> location <O> Addis Ababa, <S> Addis Ababa <P> country <O> Ethiopia]","""Is é Addis Ababa san Éitibéal (ar cheannas de Hailemariam Desalegn) áit a bhfuil Baile Átha Cliath Addis Ababa agus Stádas Addis Ababa. "", ""Tá an t-Aide Addis Ababa agus an Baile Átha Cliath Addis Ababa, san Éitibéal, a bhfuil a cheannaire Hailemariam Desalegn. "", ""Tá an Stádas Addis Ababa agus an Baile Átha Cliath Addis Ababa i Addis Ababa, san Éitibéal, áit a bhfuil Hailemariam Desalegn an",Irish
1371,City,(X (X)),,"[<S> Albuquerque, New Mexico <P> areaCode <O> 505, 575]","""Tá cóid limistéir 505 agus 575 i Albuquerque, Nua-Mhexico"".",Irish
20,Airport,(X (X)),,"[<S> Abilene Regional Airport <P> locationIdentifier <O> ""ABI""]","""Is é ABI an t-ainmhínithe suíomh aerfort réigiúnach Abilene."", ""Is é ""ABI"" an t-ainmhínithe suíomh Aerfort réigiúnach Abilene."", ""Is é ABI an t-ainmhínithe suíomh Aerfort réigiúnach Abilene"".",Irish
2740,SportsTeam,(X (X)),,"[<S> A.S. Roma <P> ground <O> ""Rome, Italy""]","""Tá talamh A.S. Roma i Róm, na hIodáile. """,Irish
1902,Food,(X (X)),,[<S> Beef kway teow <P> ingredient <O> Oyster sauce],"""Is comhábhair é an salsa óistre i teow kway beef"", ""Tá salsa óistre sa teow kway beef"".",Irish
989,Food,(X (X)),,[<S> Mondelez International <P> foundationPlace <O> Chicago],"""Cuireadh an chuideachta Mondelēz Idirnáisiúnta ar bun i Chicago"".",Irish
101,Airport,(X (X)),,"[<S> Alpena County Regional Airport <P> owner <O> Alpena County, Michigan]","""Is é an úinéirí aerfort réigiúnach Alpiní, Michigan, Alpiní, Michigan"", ""Is é an Uinéirí aerfort réigiúnach Alpiní, Michigan"", ""Is é an Uinéirí aerfort réigiúnach Alpiní, Michigan, Alpiní, Michigan"".",Irish
4305,City,(X (X (X))),chain,"[<S> United States <P> capital <O> Washington, D.C., <S> Albany, Georgia <P> isPartOf <O> United States]","""Tá Albany, Georgia sna Stáit Aontaithe a bhfuil Washington D.C. ina phríomhchathair"", ""Tá Albany i Georgia atá mar chuid de na Stáit Aontaithe, áit a bhfuil Washington, D.C. ina phríomhchathair"".",Irish
5414,SportsTeam,(X (X (X))),chain,"[<S> Italy <P> leader <O> Sergio Mattarella, <S> A.S. Gubbio 1910 <P> ground <O> Italy]","""Tá talamh A.S. Gubbio 1910 suite san Iodáil agus tá Sergio Mattarella mar cheannaire. """,Irish
