id,category,shape,shape_type,triples,lexicalization,prefix
1666,Building,(X (X) (X)),sibling,"[<S> Asser Levy Public Baths <P> location <O> Avenue A (Manhattan), <S> Asser Levy Public Baths <P> yearOfConstruction <O> 1904]","""Oibríonn sé i dtráchtáil na n-aiscín a bhfuil an t-aiscín ag an bpáirc, agus tá sé ina n-aiscín ag an bpáirc.",Irish
11045,Airport,(X (X) (X) (X (X (X)))),mixed,"[<S> Allama Iqbal International Airport <P> operatingOrganisation <O> Pakistan Civil Aviation Authority, <S> Pakistan <P> leader <O> Mamnoon Hussain, <S> Allama Iqbal International Airport <P> location <O> Punjab, Pakistan, <S> Allama Iqbal International Airport <P> cityServed <O> Lahore, <S> Punjab, Pakistan <P> country <O> Pakistan]","""Rinneann Údarás Aeruaivíocht Siviil na Paicistáin Aerfort Idirnáisiúnta Allama Iqbal i Lahore, Punjab, Páinis. Is é Mamnoon Hussain ceannaire na Paicistáin. """", Aerfort Idirnáisiúnta Allama Iqbal atá suite i Punjab, Páinis agus a oibríonn Údarás Aeruaivíocht Siviil na Paicistáin.",Irish
12586,Politician,(X (X) (X) (X) (X (X))),mixed,"[<S> Alvah Sabin <P> activeYearsEndDate <O> 1857-03-03, <S> Alvah Sabin <P> region <O> Vermont's 3rd congressional district, <S> Vermont <P> largestCity <O> Burlington, Vermont, <S> Alvah Sabin <P> state <O> Vermont, <S> Alvah Sabin <P> deathPlace <O> Sycamore, Illinois]","Rugadh Alvah Sabin, ionadaí an 3ú Dáil Choingríos Vermont (baile is mó: Burlington) i Vermont agus fuair sé bás i Sycamore, Illinois.",Irish
7355,Food,(X (X) (X) (X)),sibling,"[<S> Bionico <P> ingredient <O> Raisin, <S> Bionico <P> dishVariation <O> Cottage cheese, <S> Bionico <P> course <O> Dessert]","""Is é Bionico deird atá ina bhfuil réasín. Is féidir é a athrú le húsáid cottage cheese. """,Irish
1333,Airport,(X (X) (X)),sibling,"[<S> Adolfo Suárez Madrid–Barajas Airport <P> location <O> Paracuellos de Jarama, <S> Adolfo Suárez Madrid–Barajas Airport <P> runwayLength <O> 3500.0]","""Barahas, a bhfuil an bóthair-sód le 3500 méad, atá i gCathair Paracuelós-de-Haram. "", ""Aeroport Barahas atá i gCathair Paracuelós-de-Haram, agus is é an bóthair-sód le 3500."", ""Barahas is féidir a fháil i gCathair Paracuelós-de-Haram agus tá an bóthair-sód le 3500,0. """,Irish
10672,SportsTeam,(X (X) (X) (X) (X)),sibling,"[<S> Akron Summit Assault <P> fullName <O> ""Akron Metro Futbol Club Summit Assault"", <S> Akron Summit Assault <P> season <O> 2011, <S> Akron Summit Assault <P> numberOfMembers <O> 3000, <S> Akron Summit Assault <P> manager <O> Denzil Antonio]","""Akron Summit (ainm iomlán: Akron Metro Futbol Club Summit Assault) a bhainistiú ag Denzil Antonio. Chuaigh an cluas i seisiún 2011 agus tá cuma ar 3000 ball. """,Irish
11814,City,(X (X) (X) (X) (X) (X)),sibling,"[<S> Amarillo, Texas <P> elevationAboveTheSeaLevel <O> 1099.0, <S> Amarillo, Texas <P> populationDensity <O> 746.0 (inhabitants per square kilometre), <S> Amarillo, Texas <P> isPartOf <O> Texas, <S> Amarillo, Texas <P> areaTotal <O> 233.9 (square kilometres), <S> Amarillo, Texas <P> areaCode <O> 806]","""Tá limistéar 233.9 km cearnach ag Amarillo, tá dlús daonra de 746.0 duine in aghaidh an chló km, tá 1099 méadar os cionn leibhéal na farraige agus tá cód limistéir 806 ag Amarillo. Tá cód limistéar 806 ag Amarillo, Texas, tá 1099.0 os cionn leibhéal na farraige, tá limistéar iomlán de 233.9 km cearnach aige agus tá dlús daonra de 746.",Irish
5681,Airport,(X (X) (X) (X)),sibling,"[<S> Aarhus Airport <P> runwayLength <O> 2777.0, <S> Aarhus Airport <P> operatingOrganisation <O> ""Aarhus Lufthavn A/S"", <S> Aarhus Airport <P> runwayName <O> ""10R/28L""]","""Tá ceann de na réimsí a bhaineann le lucht leanúna aerfoirt Aarhus, a bhfuil ainm an réimsí 10R/28L, agus a bhfuil fad 2777.0.",Irish
5127,Food,(X (X) (X) (X) (X (X))),mixed,"[<S> Java <P> ethnicGroup <O> Javanese people, <S> Ayam penyet <P> ingredient <O> Fried chicken, <S> Ayam penyet <P> mainIngredient <O> ""Squeezed"" or ""smashed"" fried chicken served with sambal, <S> Ayam penyet <P> region <O> ""Nationwide, also can be found in Malaysia and Singapore"", <S> Ayam penyet <P> country <O> Java]","""Yavans - grúpa eitneacha Javance, áit ar féidir le bia a fháil ar ais. Bhríocaíocht, ina bhfuil an príomh-inneall - é a bhfuil an tsamhraidh nó an tsamhraidh atá le caitheamh, a chuirtear ar fáil le sambalom, is féidir é a fháil ar fud na tíre, chomh maith le sa Malaisia agus sa Singhapuir.",Irish
12531,Politician,(X (X) (X (X)) (X (X))),mixed,"[<S> Adam Holloway <P> battle <O> Gulf War, <S> Gulf War <P> commander <O> Colin Powell, <S> United Kingdom <P> capital <O> London, <S> Adam Holloway <P> militaryBranch <O> Grenadier Guards, <S> Adam Holloway <P> nationality <O> United Kingdom]","""B'é Colin Powell ceannaire sa Chogadh na nGall, conradh a raibh baint aige le Adam Holloway. Adam Holloway, a sheirbheáil i gCosaint na nGall agus náisiúnach na Ríochta Aontaithe é, a bhfuil Caipitil ann, Londain. """,Irish
1748,CelestialBody,(X (X) (X)),sibling,"[<S> 1089 Tama <P> epoch <O> 2005-11-26, <S> 1089 Tama <P> orbitalPeriod <O> 1202.846 (days)]","""1089 Táma tá tréimhse orbital 1202,846 lá, a sheachtain - 26 Samhain 2005""."", ""1089 Táma tá tréimhse orbital 1202,846 lá, i a sheachtain - 26 Samhain 2005""."", ""1089 Táma tá tréimhse orbital 1202,846 lá agus i an seachtain 26.11.2005.""",Irish
790,Food,(X (X)),,[<S> Arem-arem <P> country <O> Indonesia],"""Arem-arem  é éada, forleathan sa Indoneisia. "" ""Arem-arem arís ó thíortha na Indoneisia. "" ""In thíortha na Indoneisia a sholáthraíonn siad arem-arem go minic. """,Irish
4385,SportsTeam,(X (X (X) (X) (X))),mixed,"[<S> Italy <P> demonym <O> Italians, <S> Italy <P> leader <O> Sergio Mattarella, <S> A.S. Gubbio 1910 <P> ground <O> Italy, <S> Italy <P> language <O> Italian language]","""Plaщадка ФК ""Губбио"" atá i nIodáil, i dtír, áit ina bhfuil cónaí ar na hIodáilis, áit a bhfuil an teanga chumarsáide is íodáilis agus an ceannróim - Serdjo Mattarella. """,Irish
6786,City,(X (X) (X (X))),mixed,"[<S> Anderson, Indiana <P> isPartOf <O> Adams Township, Madison County, Indiana, <S> Adams Township, Madison County, Indiana <P> country <O> United States, <S> Anderson, Indiana <P> isPartOf <O> Madison County, Indiana]","""Tá Anderson mar chuid de Adams Township, Madison County, Indiana sna Stáit Aontaithe"", ""Tá Anderson agus Adams Township i Madison County i Indiana, Stáit Aontaithe Mheiriceá. """", Is féidir Anderson a fháil i Adams Township, Madison County, Indiana atá mar chuid de na Stáit Aontaithe"".",Irish
2800,SportsTeam,(X (X)),,[<S> Akron Summit Assault <P> season <O> 2011 PDL season],"""Akron Summit Assault cluiche sa séasúr 2011 PDL"".",Irish
7297,Food,(X (X) (X) (X)),sibling,"[<S> Beef kway teow <P> region <O> Singapore, <S> Beef kway teow <P> ingredient <O> Sesame oil, <S> Beef kway teow <P> country <O> ""Singapore and Indonesia""]","""Is é an teow kway beef ná réitigh na Seapáile a bhfuil ola sásama ann agus is féidir é a fháil sna tíortha san Indinéis agus san Singapore."", ""Is é ola sásama comhábhar i teow kway beef atá réitigh ón Singapore agus a fhaightear san Indinéis freisin."", ""Is é ola sásam comhábhar de teow kway beef a thagann ón réigiún Singapore agus a fhaightear i dtíortha san Indinéis agus san Singapore"".",Irish
3810,Athlete,(X (X) (X)),sibling,"[<S> Alex Tyus <P> club <O> Maccabi Tel Aviv B.C., <S> Alex Tyus <P> birthDate <O> 1988-01-08]","""Bhoil Alex Tyus ar an 8 Eanáir 1988 agus bhí sé ag imirt le Maccabi Tel Aviv B.C""., ""Bhoil Alex Tyus ar an 8 Eanáir 1988 agus tá sé ag imirt le haghaidh an cluba Maccabi Tel Aviv BC. "", ""Alex Tyus, a rugadh ar an 8 Eanáir 1988 agus tá a club Maccabi Tel Aviv BC"".",Irish
2595,Politician,(X (X)),,[<S> Battle of Cold Harbor <P> commander <O> Robert E. Lee],"""Bhí Robert E. Lee an ceannaire i gCath an Cholldain"".",Irish
2257,MeanOfTransportation,(X (X)),,[<S> Caterpillar Inc. <P> location <O> United States],"""Caterpillar Inc. hija-based in the United States"", ""Caterpillar Inc. hija-based in the United States"".",Irish
11500,Athlete,(X (X) (X) (X (X) (X))),mixed,"[<S> Alessio Romagnoli <P> club <O> A.C. Milan, <S> A.C. Milan <P> league <O> Serie A, <S> A.C. Milan <P> manager <O> Siniša Mihajlović, <S> Alessio Romagnoli <P> position <O> Defender (football), <S> Alessio Romagnoli <P> club <O> A.S. Roma]","""Tá an cosaintóir Alessio Romagnoli ina chomhalta de 'AS Roma u AC Milan. Dawn l-úl-club huma fil-liga tas-Serie A u mmaniġġjati minn Sinisa Mihajlovic"".",Irish
2876,SportsTeam,(X (X)),,[<S> National League North <P> champions <O> Barrow A.F.C.],"""Is iad Barrow AFC buachaill roimhe seo de na Líne Náisiúnta Thuaidh. "" "" ""Bheannaigh tim Barrow A.F.C. an buachaill roimhe seo sa Líne Náisiúnta Thuaidh. "" "" ""Is iad Barrow A.F.C. buachaill na Líne Náisiúnta Thuaidh"".",Irish
4983,Monument,(X (X) (X)),sibling,"[<S> 11th Mississippi Infantry Monument <P> state <O> ""Pennsylvania"", <S> 11th Mississippi Infantry Monument <P> category <O> Contributing property]","""Tá an 11ú Monument Infantry Mississippi faoi chatagóir na maoine ranníocaíochta agus tá sé i Pennsylvania. """", Tá an 11ú Monument Infantry Mississippi, atá faoi chatagóir na maoine ranníocaíochta, i Pennsylvania. "", ""Tá an 11ú Monument Infantry Mississippi, i Pennsylvania, faoi chatagóir na maoine ranníocaíochta. """,Irish
4256,City,(X (X) (X)),sibling,"[<S> Attica, Indiana <P> areaTotal <O> 4.14 (square kilometres), <S> Attica, Indiana <P> populationDensity <O> 783.1 (inhabitants per square kilometre)]","""Tá limistéar 4.14 km cearnach ag Attica, Indiana agus tá 783.1 duine ina gcónaí in aghaidh gach cearn den chearn den chearn den km sin. """,Irish
2254,SportsTeam,(X (X) (X)),sibling,"[<S> AZ Alkmaar <P> numberOfMembers <O> 17023, <S> AZ Alkmaar <P> season <O> 2014–15 Eredivisie]","""Tá 17023 rannpháirtí ag AZ agus bhí sé ag imirt i gCluiche na hÍsiltíre 2014/2015."", ""Tá 17023 rannpháirtí ag AZ agus bhí sé ag imirt i gCluiche na hÍsiltíre 2014/2015."", ""Tá 17023 rannpháirtí ag AZ agus bhí sé ag imirt i gCluiche na hÍsiltíre 2014/2015.""",Irish
794,Athlete,(X (X)),,[<S> Aleksandr Prudnikov <P> club <O> FC Alania Vladikavkaz],"""Tá Alexander Prudnikov ag imirt le haghaidh FC Alania Vladikavkaz"".",Irish
4655,Astronaut,(X (X) (X) (X) (X) (X)),sibling,"[<S> Alan Shepard <P> status <O> ""Deceased"", <S> Alan Shepard <P> mission <O> Apollo 14, <S> Alan Shepard <P> deathPlace <O> California, <S> Alan Shepard <P> birthPlace <O> New Hampshire, <S> Alan Shepard <P> selectedByNasa <O> 1959]","""Bhrígh Alan Sheppard ar an NASA i 1959 agus a thogh NASA i 1959.",Irish
5972,Artist,(X (X) (X) (X)),sibling,"[<S> Alex Day <P> associatedBand/associatedMusicalArtist <O> Chameleon Circuit (band), <S> Alex Day <P> genre <O> Electronic music, <S> Alex Day <P> associatedBand/associatedMusicalArtist <O> Charlie McDonnell]","""Tá Alex Day ag déanamh ceol leictreonach, ag imirt leis an ghrúpa Chameleon Circuit agus tá baint aige leis an ealaíontóir ceoil, Charlie McDonnell. """,Irish
9096,Building,(X (X (X) (X) (X))),mixed,"[<S> 11 Diagonal Street <P> location <O> South Africa, <S> South Africa <P> capital <O> Cape Town, <S> South Africa <P> leader <O> Cyril Ramaphosa, <S> South Africa <P> ethnicGroup <O> White South African]","""Mae 11 Diagonal Street yn De Affrica, (agus príomh-shaobhais atá i gCáphabal), i dtír na n-África De Gwyn agus i n-a ghrúpaí eitneacha Cyril Ramaphosa agus i n-a cheannairí"".",Irish
11443,Astronaut,(X (X) (X) (X) (X (X))),mixed,"[<S> Elliot See <P> almaMater <O> University of Texas at Austin, <S> University of Texas at Austin <P> affiliation <O> University of Texas System, <S> Elliot See <P> birthDate <O> ""1927-07-23"", <S> Elliot See <P> birthPlace <O> Dallas, <S> Elliot See <P> deathPlace <O> St. Louis]","Rugadh Elliot See i Dallas ar 23 Iúil 1927. D'éirigh leis an Ollscoil Texas i Austin a bhfuil comhlacht de chóras Ollscoil Texas. Fuair sé bás i St. Louis. ""Elliot See fuair bás i St. Louis. Rugadh é i Dallas ar 23 Iúil 1927.",Irish
4358,ComicsCharacter,(X (X (X))),chain,"[<S> Balder (comicsCharacter) <P> creator <O> Jack Kirby, <S> Jack Kirby <P> nationality <O> Americans]","""Creat an carachtar cómic, Balder, ag Jack Kirby, Meiriceánach. """,Irish
10079,MeanOfTransportation,(X (X (X) (X) (X))),mixed,"[<S> ALV X-1 <P> countryOrigin <O> United States, <S> United States <P> ethnicGroup <O> Asian Americans, <S> United States <P> demonym <O> Americans, <S> United States <P> capital <O> Washington, D.C.]","""Is é na Stáit Aontaithe an t-úsáideoir de ALVX-1. Is Washington, D.C. a phríomhchathair é, tá Meiriceánaigh ina gcónaí ann, agus tá grúpa eitneach amháin ina dtugtar na Meiriceánaigh Áiseacha. """", ""Tá ALV X-1 le fáil sna Stáit Aontaithe. Is Washington, D.C. príomhchathair na tíre sin agus grúpa eitneach ann ina dtugtar Meiriceánaigh Áiseacha.",Irish
4170,City,(X (X (X))),chain,"[<S> Albany, Oregon <P> country <O> United States, <S> United States <P> ethnicGroup <O> African Americans]","""Tá an grúpa eitneach de Mheiriceá Afraic san Aontas agus tá Albany, Oregon ina áit. """", Tá Albany, Oregon sna Stáit Aontaithe agus tá Meiriceánaigh Afraic amháin sa tír sin. """", Tá Meiriceá Is áit Albany, Oregon agus tá Meiriceánaigh Afraic ina measc a ghrúpaí eitneacha. """,Irish
2587,Politician,(X (X)),,[<S> Antonis Samaras <P> birthPlace <O> Athens],"""Antonis Samaras twisted f'Atheni"".",Irish
9637,ComicsCharacter,(X (X) (X) (X) (X)),sibling,"[<S> Baymax <P> firstAppearanceInFilm <O> Big Hero 6 (film), <S> Baymax <P> voice <O> Scott Adsit, <S> Baymax <P> creator <O> Duncan Rouleau, <S> Baymax <P> creator <O> Steven T. Seagle]","""Tóg an carachtar Baymax ar dtús sa scannán Big Hero 6 agus tá Scott Adsit ag labhairt air. Chruthaigh Duncan Rouleau agus Steven T. Seagle é. """,Irish
242,Airport,(X (X)),,[<S> Lahore <P> country <O> Pakistan],"""Lahore tá i Pakistan."", ""Lahore tá suite i Pakistan"".",Irish
13209,University,(X (X) (X) (X) (X) (X) (X (X))),mixed,"[<S> School of Business and Social Sciences at the Aarhus University <P> dean <O> ""Thomas Pallesen"", <S> School of Business and Social Sciences at the Aarhus University <P> city <O> Aarhus, <S> School of Business and Social Sciences at the Aarhus University <P> numberOfStudents <O> 16000, <S> European University Association <P> headquarter <O> Brussels, <S> School of Business and Social Sciences at the Aarhus University <P> country <O> Denmark, <S> School of Business and Social Sciences at the Aarhus University <P> affiliation <O> European University Association, <S> School of Business and Social Sciences at the Aarhus University <P> established <O> 1928]","""Is é baile Aarhus sa Danmhairg áit a bhfuil an Scoil Gnó agus Eolaíochta Sóisialta ag Ollscoil Aarhus a bunaíodh i 1928 agus atá ceangailte leis an gComhpháirtíocht Ollscoileanna Eorpacha atá cónaithe sa Bhruiséil. Is é Thomas Pallesen an Dean reatha agus tá 16000 mac léinn ann.",Irish
335,Building,(X (X)),,[<S> 108 St Georges Terrace <P> floorArea <O> 39500.0 (square metres)],"""Tá limistéar 39599,0 méadar cearnach ag Seint George Terras 108"".",Irish
7380,Food,(X (X (X) (X))),mixed,"[<S> Philippines <P> language <O> Philippine English, <S> Binignit <P> country <O> Philippines, <S> Philippines <P> ethnicGroup <O> Igorot people]","""Is é an bínigit bia a fhaightear sa Phílípíneas áit a bhfuil ceann de na grúpaí eitneacha Igorot agus an teanga a labhraítear Is é an Béarla Philippine. """,Irish
4134,CelestialBody,(X (X) (X)),sibling,"[<S> 1101 Clematis <P> escapeVelocity <O> 0.02 (kilometrePerSeconds), <S> 1101 Clematis <P> apoapsis <O> 520906000.0 (kilometres)]","""Tá apapsis de 520906000.0 km agus luas scaoilte de 0.02 km in aghaidh an dara. "" ""Tá luas scaoilte de 1101 Clematis de 0.02 km in aghaidh an dara agus is é 520906000.0 km. """,Irish
8139,University,(X (X) (X (X))),mixed,"[<S> Mendrisio <P> neighboringMunicipality <O> Meride, <S> Accademia di Architettura di Mendrisio <P> established <O> 1996, <S> Accademia di Architettura di Mendrisio <P> city <O> Mendrisio]","""Gwarerwyd Academia di Architettura di Mendrisio in 1996. ""Gwarerwyd Academia di Architettura di Mendrisio in 1996.",Irish
2345,Airport,(X (X) (X (X))),mixed,"[<S> Agra Airport <P> elevationAboveTheSeaLevel <O> 167.94, <S> Agra Airport <P> location <O> Uttar Pradesh, <S> Uttar Pradesh <P> isPartOf <O> Awadh]","""Tá Aerfort Agra i stát Uttar Pradesh, Aoud, agus tá sé ag airde 167,94 méadar os cionn leibhéal na mara. """,Irish
1066,Building,(X (X)),,"[<S> Asser Levy Public Baths <P> addedToTheNationalRegisterOfHistoricPlaces <O> ""1980-04-23""]","""Chlúigh Baths Poiblí Asser Levy chuig an gCláir Náisiúnta Áiteanna Stairiúla ar 1980-04-23."", ""Chlúigh Baths Poiblí Asser Levy chuig an gCláir Náisiúnta Áiteanna Stairiúla ar ""1980-04-23""."", ""Chlúigh Baths Poiblí Asser Levy chuig an gCláir Náisiúnta Áiteanna Stairiúla ar 23 Aibreán 1980.""",Irish
4215,Food,(X (X) (X (X) (X))),mixed,"[<S> Indonesia <P> capital <O> Jakarta, <S> Indonesia <P> leaderName <O> Jusuf Kalla, <S> Bakso <P> region <O> Indonesia, <S> Bakso <P> country <O> Chinese cuisine]","""Baksso - food Tsieineaidd, a ddarperir in Indonesia, y mae'r ceannard yn Yusuf Kalla.",Irish
958,Building,(X (X)),,"[<S> 200 Public Square <P> location <O> Public Square, Cleveland]","""Tá 200 Public Square suite i Public Square, Cleveland. """,Irish
1173,SportsTeam,(X (X)),,[<S> Blackpool <P> leader <O> Conservative Party (UK)],"""Is páirtí choincheartach an Ríocht Aontaithe é Lidérom Blackpool"".",Irish
617,CelestialBody,(X (X)),,[<S> 103 Hera <P> temperature <O> 170.0 (kelvins)],"""Neбесное тело, известное как (103) Гера, has a температуру 170 kelvin."", ""Temperatura (103) Геры 170,0 Kelvin."", ""Temperatura (103) Геры - 170,0 (kelvinov). """,Irish
2061,Food,(X (X) (X)),sibling,"[<S> Bhajji <P> similarDish <O> ""Pakora and other fritters made from wheat or corn flour"", <S> Bhajji <P> ingredient <O> Vegetable]","""Bhadji  éileamh, déanta as flour fíon nó coicís, agus lena n-áirítear glasraí. "", ""Bhadji déanta as flour fíon nó coicís, agus lena n-áirítear glasraí. "", ""Pakara agus oláidí eile, déanta as flour fíon nó coicís, cosúil le bhadhji, a bhfuil glasraí mar aon de na comhábhair a úsáidtear"".",Irish
12868,Astronaut,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Buzz Aldrin <P> birthPlace <O> Glen Ridge, New Jersey, <S> Buzz Aldrin <P> nationality <O> United States, <S> Buzz Aldrin <P> timeInSpace <O> ""52.0""(minutes), <S> Buzz Aldrin <P> mission <O> Apollo 11, <S> Buzz Aldrin <P> occupation <O> Fighter pilot, <S> Buzz Aldrin <P> status <O> ""Retired""]","""B'é Buzz Aldrin náisiúnach na Stát Aontaithe a rugadh i Glen Ridge, NJ agus tá sé ó na Stáit Aontaithe. Bhí sé ina phiolóta troid agus ina chomhalta d'Apollo 11. Chuaigh sé sa spás ar feadh 52 nóiméad. Tá sé tar éis an t-aisghabháil anois. """,Irish
11945,City,(X (X) (X (X) (X) (X))),mixed,"[<S> United States <P> demonym <O> Americans, <S> Albany, Georgia <P> isPartOf <O> Dougherty County, Georgia, <S> United States <P> language <O> English language, <S> Albany, Georgia <P> country <O> United States, <S> United States <P> ethnicGroup <O> African Americans]","""Tá an Béarla á labhairt sna Stáit Aontaithe, áit ina bhfuil Meiriceánaigh ina gcónaí agus áit ina bhfuil Meiriceánaigh Afraic ar cheann de na grúpaí eitneacha. Is iad na Stáit Aontaithe áit a bhfaighidh tú Albany, atá mar chuid de Choiste Dougherty i Georgia. """", Tá Albany suite i Choiste Dougherty, Georgia, Meiriceánaigh na Stát Aontaithe ina bhfuil Meiriceánaigh Afraic ina gcónaí sna Stáit Aontaithe agus tá Béarla á labhairt. """", Tá Albany i Choiste Dougherty, Georgia atá sna Stáit Aontaithe áit ina bhfuil B",Irish
12966,Monument,(X (X) (X) (X (X) (X) (X))),mixed,"[<S> Turkey <P> leaderTitle <O> President of Turkey, <S> Atatürk Monument (İzmir) <P> designer <O> Pietro Canonica, <S> Turkey <P> capital <O> Ankara, <S> Turkey <P> currency <O> Turkish lira, <S> Atatürk Monument (İzmir) <P> inaugurationDate <O> ""1932-07-27"", <S> Atatürk Monument (İzmir) <P> location <O> Turkey]","""Is é an ceannaire na Tuirce an tUachtarán, is é an t-airgead an lira Tuirce agus is é Ankara an chathair phríomhchathair. Is é an áit a bhfuil an coimhníocht Ataturk a dhearadh Pietro Canonica agus a cuireadh ar bun i Izmir an 27 Iúil 1932."", ""The Ataturk Monument, a dhearadh Pietro Canonica, a cuireadh ar bun an 27 Iúil 1932. Is é an ceannaire na Tuirce an tUachtarán, is é a airgeadra an Lira Tuirce agus is é Ankara an chathair",Irish
3994,Building,(X (X) (X)),sibling,"[<S> Asilomar Conference Grounds <P> location <O> Pacific Grove, California, <S> Asilomar Conference Grounds <P> yearOfConstruction <O> 1913]","""Tógadh Áras Comhdhála Asilomar i 1913 agus tá siad suite i Pacific Grove, California. """", Tá Áras Comhdhála Asilomar, tógtha i 1913, suite i Pacific Grove, California. "", ""Tógadh i 1913, tá Áras Comhdhála Asilomar suite i Pacific Grove, California. """,Irish
992,Building,(X (X)),,[<S> AC Hotel Bella Sky Copenhagen <P> tenant <O> Marriott International],"""Is é Marriott International an t-ionadóir AC Hotel Bella Sky Copenhagen. """", Is é Marriott International an t-ionadóir AC Hotel Bella Sky Copenhagen. "", ""Is é Marriott International an t-ionadóir AC Hotel Bella Sky Copenhagen"".",Irish
9673,Company,(X (X) (X) (X) (X)),sibling,"[<S> Chinabank <P> numberOfLocations <O> 295, <S> Chinabank <P> foundationPlace <O> Manila, <S> Chinabank <P> type <O> Public company, <S> Chinabank <P> foundationPlace <O> Insular Government of the Philippine Islands]","""Bíodh Chinabank i Rialtas Inisill na hOileáin Fílipíneacha i Manila. Is cuideachta tráchtála poiblí é. Tá 295 áiteanna ann. """", Is cuideachta tráchtála poiblí é Chinabank a bunaíodh i Manila i Rialtas Inisill na hOileáin Fílipíneacha. Tá 295 ionad baincéireachta aige. """", Is cuideachta poiblí é Chinabank le 295 brainse, a bunaíodh i Rialtas Inisill na hOileáin Fílipíneacha i Manila. """,Irish
2994,WrittenWork,(X (X)),,[<S> 1634: The Ram Rebellion <P> author <O> Virginia DeMarce],"""1634: The Ram Rebellion"" a scríobh Virginia DeMarce. ""Virginia DeMarce is í an t-údar 1634: The Ram Rebellion. """,Irish
1004,Building,(X (X)),,[<S> Addis Ababa <P> isPartOf <O> Addis Ababa Stadium],"""Is cuid de Addis Ababa é Stáidiam Addis Ababa. "", ""Tá Stáidiam Addis Ababa suite i Addis Ababa. "", ""Is cuid de Addis Ababa é Stáidiam Addis Ababa. """,Irish
7566,MeanOfTransportation,(X (X) (X) (X)),sibling,"[<S> Aston Martin V8 <P> engine <O> 5.3 (litres), <S> Aston Martin V8 <P> relatedMeanOfTransportation <O> Aston Martin RHAM/1, <S> Aston Martin V8 <P> assembly <O> Newport Pagnell]","""Tá an Aston Martin V8 déanta ag Newport Pagnell agus tá inneall 5.3 l aige. Is carr gaolmhar iad an Aston Martin V8 agus an Aston Martin RHAM/1. """,Irish
4774,Building,(X (X) (X (X) (X) (X))),mixed,"[<S> Adisham Hall <P> country <O> Sri Lanka, <S> Adisham Hall <P> location <O> Haputale, <S> Sri Lanka <P> capital <O> Sri Jayawardenepura Kotte, <S> Sri Lanka <P> language <O> Tamil language, <S> Sri Lanka <P> currency <O> Sri Lankan rupee]","""Adisham Hall is in Haputale, Sri-Lanka. Is é príomhchathair na Síre-Lanka - Shri-Jayavarденеpura-Kotte, is é an t-amhrán teanga an t-Tamil, agus is é an airgeadra - an rupee Shri-Lanka. """,Irish
5438,Astronaut,(X (X) (X) (X) (X) (X) (X (X))),mixed,"[<S> Alan Bean <P> mission <O> Apollo 12, <S> Apollo 12 <P> operator <O> NASA, <S> Alan Bean <P> occupation <O> Test pilot, <S> Alan Bean <P> birthPlace <O> Wheeler, Texas, <S> Alan Bean <P> selectedByNasa <O> 1963, <S> Alan Bean <P> birthDate <O> ""1932-03-15"", <S> Alan Bean <P> almaMater <O> ""UT Austin, B.S. 1955""]","Rugadh Alan Bin i Wheeler, stát Texas, 15 Márta 1932. D'éirigh le Alan University of Texas in Austin i 1955 le céim bachelor of technical sciences. D'fhóin sé mar léitheoir-intestant ar ""Apolloone-12"".",Irish
1104,SportsTeam,(X (X)),,[<S> A.S. Livorno Calcio <P> manager <O> Christian Panucci],"""Tá an t-oibre faoi rialú Críostaí Panucci. """,Irish
12721,University,(X (X) (X (X)) (X (X))),mixed,"[<S> School of Business and Social Sciences at the Aarhus University <P> affiliation <O> European University Association, <S> Denmark <P> leader <O> Lars Løkke Rasmussen, <S> School of Business and Social Sciences at the Aarhus University <P> city <O> Aarhus, <S> European University Association <P> headquarter <O> Brussels, <S> School of Business and Social Sciences at the Aarhus University <P> country <O> Denmark]","""Tá an Scoil Gnó agus Eolaíochta Sóisialta ag Ollscoil Aarhus i Aarhus, an Danmhairg ceangailte leis an gComhpháirtíocht Ollscoileanna Eorpacha i mBruiséil. Tá ceannaire na Danmhairge Lars Lokke Rasmussen. """", Tá ceannaire na Danmhairge Lars Lokke Rasmussen agus tá an tír ina shuíomh le Scoil Gnó agus Eolaíochta Sóisialta ag Ollscoil Aarhus sa chathair Aarhus. Tá an Scoil ceangailte leis an gComhpháirtíocht Ollscoileanna Eorpacha atá cónaitheach i mBru",Irish
1792,ComicsCharacter,(X (X) (X)),sibling,"[<S> Asterix (comicsCharacter) <P> creator <O> René Goscinny, <S> Asterix (comicsCharacter) <P> alternativeName <O> ""Astérix""]","""Is é an cruthaitheoir ""Asteriksa"", personaža комиксов, ar a dtugtar freisin mar Asterix, René Госинни. """,Irish
12574,Politician,(X (X) (X (X)) (X (X))),mixed,"[<S> Alberto Teisaire <P> deathPlace <O> Buenos Aires, <S> Buenos Aires <P> leader <O> Diego Santilli, <S> Juan Perón <P> spouse <O> Eva Perón, <S> Alberto Teisaire <P> party <O> Justicialist Party, <S> Alberto Teisaire <P> inOfficeWhilePresident <O> Juan Perón]","""Alberto Teisaire, a fuair bás i Buenos Aires, bhí i bPáirc na Dlíneálaithe agus bhí sé ar oifig agus bhí Juan Perón ina uachtarán. Bhí Peron pósta le Eva Peron agus bhí Diego Santilli ina cheannaire Buenos Aires.",Irish
